name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Te Llevo para Que Me Lleves,0.645,0.596,11,-12.475,0,0.028,0.0635,0.294,0.342,0.457,130.15,audio_features,5rGphVLnbPdyBQ5X3rjb2X,spotify:track:5rGphVLnbPdyBQ5X3rjb2X,https://api.spotify.com/v1/tracks/5rGphVLnbPdyBQ5X3rjb2X,https://api.spotify.com/v1/audio-analysis/5rGphVLnbPdyBQ5X3rjb2X,224093,4
No Puedo Estar Sin Ti,0.707,0.772,11,-5.926,1,0.0333,0.125,0,0.0516,0.781,115.072,audio_features,1IgCGwWYm2gQtdH7ie3l4J,spotify:track:1IgCGwWYm2gQtdH7ie3l4J,https://api.spotify.com/v1/tracks/1IgCGwWYm2gQtdH7ie3l4J,https://api.spotify.com/v1/audio-analysis/1IgCGwWYm2gQtdH7ie3l4J,213080,4
Sad,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07E-05,0.113,0.319,110.02,audio_features,09gysnJpfQ3ublBmJDfcEC,spotify:track:09gysnJpfQ3ublBmJDfcEC,https://api.spotify.com/v1/tracks/09gysnJpfQ3ublBmJDfcEC,https://api.spotify.com/v1/audio-analysis/09gysnJpfQ3ublBmJDfcEC,204764,4
La herida,0.224,0.741,9,-9.767,0,0.0517,0.00426,0,0.103,0.508,160.149,audio_features,2aegLCwIWlVYvCjUf641Qr,spotify:track:2aegLCwIWlVYvCjUf641Qr,https://api.spotify.com/v1/tracks/2aegLCwIWlVYvCjUf641Qr,https://api.spotify.com/v1/audio-analysis/2aegLCwIWlVYvCjUf641Qr,414920,4
Skin,0.557,0.457,7,-5.372,1,0.0335,0.428,0,0.0567,0.328,105.918,audio_features,03B2SfXuvDh1m9F4tqrX07,spotify:track:03B2SfXuvDh1m9F4tqrX07,https://api.spotify.com/v1/tracks/03B2SfXuvDh1m9F4tqrX07,https://api.spotify.com/v1/audio-analysis/03B2SfXuvDh1m9F4tqrX07,177500,4
Trailer,0.805,0.401,5,-16.261,1,0.46,0.663,0.2,0.157,0.963,140.017,audio_features,2Kf9UHQiA1jGUrtUcuO6wd,spotify:track:2Kf9UHQiA1jGUrtUcuO6wd,https://api.spotify.com/v1/tracks/2Kf9UHQiA1jGUrtUcuO6wd,https://api.spotify.com/v1/audio-analysis/2Kf9UHQiA1jGUrtUcuO6wd,44675,4
Mi Caramelo - Live In Buenos Aires / 2001,0.34,0.475,7,-8.334,1,0.0342,0.843,0,0.941,0.445,85.861,audio_features,2pC6LUWFEf2S6BIuBjrWWF,spotify:track:2pC6LUWFEf2S6BIuBjrWWF,https://api.spotify.com/v1/tracks/2pC6LUWFEf2S6BIuBjrWWF,https://api.spotify.com/v1/audio-analysis/2pC6LUWFEf2S6BIuBjrWWF,209893,4
Something To Believe In,0.811,0.638,0,-5.339,1,0.0376,0.388,0,0.102,0.749,139.934,audio_features,7kMnqTDJm3aPibKgz46eLe,spotify:track:7kMnqTDJm3aPibKgz46eLe,https://api.spotify.com/v1/tracks/7kMnqTDJm3aPibKgz46eLe,https://api.spotify.com/v1/audio-analysis/7kMnqTDJm3aPibKgz46eLe,209033,4
Soy un Extraño,0.633,0.564,11,-9.654,0,0.0262,0.00522,9.89E-06,0.0436,0.798,93.983,audio_features,40NR44oNL3h6pRThigWTAs,spotify:track:40NR44oNL3h6pRThigWTAs,https://api.spotify.com/v1/tracks/40NR44oNL3h6pRThigWTAs,https://api.spotify.com/v1/audio-analysis/40NR44oNL3h6pRThigWTAs,263733,4
Crossfire,0.571,0.686,6,-6.698,1,0.027,0.00403,0.00108,0.22,0.352,110.021,audio_features,6S8r0pRxRUy3OF3UUtNjdN,spotify:track:6S8r0pRxRUy3OF3UUtNjdN,https://api.spotify.com/v1/tracks/6S8r0pRxRUy3OF3UUtNjdN,https://api.spotify.com/v1/audio-analysis/6S8r0pRxRUy3OF3UUtNjdN,256133,4
Bitch Please II,0.918,0.586,1,-2.89,1,0.133,0.0783,0,0.145,0.779,95.517,audio_features,7lgvU7WnwcNZ8dbGUz8yhP,spotify:track:7lgvU7WnwcNZ8dbGUz8yhP,https://api.spotify.com/v1/tracks/7lgvU7WnwcNZ8dbGUz8yhP,https://api.spotify.com/v1/audio-analysis/7lgvU7WnwcNZ8dbGUz8yhP,288200,4
Beautiful Day,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,audio_features,0gzqZ9d1jIKo9psEIthwXe,spotify:track:0gzqZ9d1jIKo9psEIthwXe,https://api.spotify.com/v1/tracks/0gzqZ9d1jIKo9psEIthwXe,https://api.spotify.com/v1/audio-analysis/0gzqZ9d1jIKo9psEIthwXe,248400,4
Busy Night Sounds,0.153,0.288,11,-19.463,0,0.0407,0.523,0.933,0.0596,0.0242,84.441,audio_features,4rIkO8yhVgQ1V7nUiVLjQy,spotify:track:4rIkO8yhVgQ1V7nUiVLjQy,https://api.spotify.com/v1/tracks/4rIkO8yhVgQ1V7nUiVLjQy,https://api.spotify.com/v1/audio-analysis/4rIkO8yhVgQ1V7nUiVLjQy,153063,4
Hypnotised - 2002 Digital Remaster,0.488,0.799,7,-6.484,1,0.0807,0.0197,0.00545,0.0898,0.553,167.884,audio_features,1NNjH5hLdiwESwKiM0LISt,spotify:track:1NNjH5hLdiwESwKiM0LISt,https://api.spotify.com/v1/tracks/1NNjH5hLdiwESwKiM0LISt,https://api.spotify.com/v1/audio-analysis/1NNjH5hLdiwESwKiM0LISt,353453,4
La vuelta el mundo,0.708,0.888,8,-5.6,1,0.078,0.477,9.34E-05,0.156,0.788,159.956,audio_features,5MkCgIN7Qba7BPgOtIabYX,spotify:track:5MkCgIN7Qba7BPgOtIabYX,https://api.spotify.com/v1/tracks/5MkCgIN7Qba7BPgOtIabYX,https://api.spotify.com/v1/audio-analysis/5MkCgIN7Qba7BPgOtIabYX,207640,4
Say It Ain't So,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82E-05,0.07,0.453,151.779,audio_features,6VoIBz0VhCyz7OdEoRYDiA,spotify:track:6VoIBz0VhCyz7OdEoRYDiA,https://api.spotify.com/v1/tracks/6VoIBz0VhCyz7OdEoRYDiA,https://api.spotify.com/v1/audio-analysis/6VoIBz0VhCyz7OdEoRYDiA,258827,4
One Headlight,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,audio_features,0z1b34WikhOH9ZxU8QDWcv,spotify:track:0z1b34WikhOH9ZxU8QDWcv,https://api.spotify.com/v1/tracks/0z1b34WikhOH9ZxU8QDWcv,https://api.spotify.com/v1/audio-analysis/0z1b34WikhOH9ZxU8QDWcv,312627,4
Decidir,0.368,0.872,5,-4.323,0,0.0318,0.00475,0,0.0877,0.558,168.035,audio_features,7DT6NuQBHmsSvA1RWuxoeX,spotify:track:7DT6NuQBHmsSvA1RWuxoeX,https://api.spotify.com/v1/tracks/7DT6NuQBHmsSvA1RWuxoeX,https://api.spotify.com/v1/audio-analysis/7DT6NuQBHmsSvA1RWuxoeX,277533,4
March Of The Pigs,0.503,0.903,2,-7.427,1,0.0527,0.0218,0.197,0.0861,0.0586,134.462,audio_features,56NATwQKP7m64hFLFlKzXe,spotify:track:56NATwQKP7m64hFLFlKzXe,https://api.spotify.com/v1/tracks/56NATwQKP7m64hFLFlKzXe,https://api.spotify.com/v1/audio-analysis/56NATwQKP7m64hFLFlKzXe,178493,1
2 Much,0.583,0.444,9,-8.601,1,0.0456,0.593,0,0.353,0.167,119.59,audio_features,0oaY19dUwZimIgzn3ZZLZO,spotify:track:0oaY19dUwZimIgzn3ZZLZO,https://api.spotify.com/v1/tracks/0oaY19dUwZimIgzn3ZZLZO,https://api.spotify.com/v1/audio-analysis/0oaY19dUwZimIgzn3ZZLZO,152796,4
Majesty,0.559,0.805,10,-3.54,0,0.0703,0.0351,0.00125,0.122,0.286,80.087,audio_features,08E0TIudwefGjA27W4zrnf,spotify:track:08E0TIudwefGjA27W4zrnf,https://api.spotify.com/v1/tracks/08E0TIudwefGjA27W4zrnf,https://api.spotify.com/v1/audio-analysis/08E0TIudwefGjA27W4zrnf,267750,4
Taste in Men,0.391,0.887,0,-4.612,0,0.0597,0.00316,0.0556,0.0882,0.32,101.969,audio_features,24edGtzvotH0TO8ZgZgNRy,spotify:track:24edGtzvotH0TO8ZgZgNRy,https://api.spotify.com/v1/tracks/24edGtzvotH0TO8ZgZgNRy,https://api.spotify.com/v1/audio-analysis/24edGtzvotH0TO8ZgZgNRy,255000,4
Lightning Strikes at the Farm,0.164,0.848,1,-25.455,1,0.204,0.00612,0.949,0.81,0.0192,112.52,audio_features,1KPz7uZopTNtnYzXZmGiba,spotify:track:1KPz7uZopTNtnYzXZmGiba,https://api.spotify.com/v1/tracks/1KPz7uZopTNtnYzXZmGiba,https://api.spotify.com/v1/audio-analysis/1KPz7uZopTNtnYzXZmGiba,199809,4
Take The Power Back,0.62,0.912,1,-4.011,1,0.221,0.0728,7.15E-05,0.249,0.291,106.236,audio_features,25CbtOzU8Pn17SAaXFjIR3,spotify:track:25CbtOzU8Pn17SAaXFjIR3,https://api.spotify.com/v1/tracks/25CbtOzU8Pn17SAaXFjIR3,https://api.spotify.com/v1/audio-analysis/25CbtOzU8Pn17SAaXFjIR3,336440,4
Fall Down,0.473,0.856,0,-6.881,1,0.0326,0.146,0.000658,0.175,0.774,151.969,audio_features,2tJlASUdstRCCecAN9rThS,spotify:track:2tJlASUdstRCCecAN9rThS,https://api.spotify.com/v1/tracks/2tJlASUdstRCCecAN9rThS,https://api.spotify.com/v1/audio-analysis/2tJlASUdstRCCecAN9rThS,202427,4
Portate Mal,0.706,0.786,5,-4.478,0,0.107,0.0835,1.57E-05,0.0652,0.915,175.972,audio_features,2p8ZQMiOLCxRVlneSe6nOY,spotify:track:2p8ZQMiOLCxRVlneSe6nOY,https://api.spotify.com/v1/tracks/2p8ZQMiOLCxRVlneSe6nOY,https://api.spotify.com/v1/audio-analysis/2p8ZQMiOLCxRVlneSe6nOY,244627,4
Loser,0.615,0.616,6,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,audio_features,5NTZM8YYeKM2YsGSffVIge,spotify:track:5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/tracks/5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/audio-analysis/5NTZM8YYeKM2YsGSffVIge,235000,4
Soldier (feat. T.I. & Lil' Wayne),0.878,0.417,7,-6.799,1,0.361,0.0444,0,0.0833,0.904,77.49,audio_features,4FTOpNYcGxnQdGNWSxIcio,spotify:track:4FTOpNYcGxnQdGNWSxIcio,https://api.spotify.com/v1/tracks/4FTOpNYcGxnQdGNWSxIcio,https://api.spotify.com/v1/audio-analysis/4FTOpNYcGxnQdGNWSxIcio,325573,4
Sonidos Naturales del Mar,0.105,0.996,5,-20.219,1,0.0552,0.967,0.927,0.852,1E-05,83.041,audio_features,6bSt42fGlE6V6Ks2Xmgt0G,spotify:track:6bSt42fGlE6V6Ks2Xmgt0G,https://api.spotify.com/v1/tracks/6bSt42fGlE6V6Ks2Xmgt0G,https://api.spotify.com/v1/audio-analysis/6bSt42fGlE6V6Ks2Xmgt0G,595564,3
We Are All Made of Stars - 2006 Remastered Version,0.631,0.655,2,-6.419,1,0.0282,0.1,0.00264,0.0891,0.395,112.011,audio_features,3g2YJT7r5wWihY56VQQRqb,spotify:track:3g2YJT7r5wWihY56VQQRqb,https://api.spotify.com/v1/tracks/3g2YJT7r5wWihY56VQQRqb,https://api.spotify.com/v1/audio-analysis/3g2YJT7r5wWihY56VQQRqb,216800,4
Caesar,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4
Alleine Zu Zweit,0.563,0.619,7,-7.127,0,0.0296,0.0449,4E-06,0.0788,0.172,109.929,audio_features,0jp8pGzNK9sueoKxQCHpdv,spotify:track:0jp8pGzNK9sueoKxQCHpdv,https://api.spotify.com/v1/tracks/0jp8pGzNK9sueoKxQCHpdv,https://api.spotify.com/v1/audio-analysis/0jp8pGzNK9sueoKxQCHpdv,257160,4
Dramón en la Tele,0.535,0.734,5,-4.568,1,0.0319,0.000566,0.0061,0.22,0.576,135.764,audio_features,2ErhifgMjUQ0UVVRadaOo6,spotify:track:2ErhifgMjUQ0UVVRadaOo6,https://api.spotify.com/v1/tracks/2ErhifgMjUQ0UVVRadaOo6,https://api.spotify.com/v1/audio-analysis/2ErhifgMjUQ0UVVRadaOo6,196021,4
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,audio_features,2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,248413,4
Quiet Rain in River,0.166,0.00133,0,-23.291,0,0.215,0.125,0.846,0.233,0.0218,119.669,audio_features,2dz9Mx1pZKF2OLAPCr3AcC,spotify:track:2dz9Mx1pZKF2OLAPCr3AcC,https://api.spotify.com/v1/tracks/2dz9Mx1pZKF2OLAPCr3AcC,https://api.spotify.com/v1/audio-analysis/2dz9Mx1pZKF2OLAPCr3AcC,120083,4
Only Happy When It Rains - 2015 - Remaster,0.512,0.833,11,-4.555,1,0.0326,4.16E-05,0.00134,0.21,0.448,121.47,audio_features,6p6Xq0t9XGkVg04cXWdx8v,spotify:track:6p6Xq0t9XGkVg04cXWdx8v,https://api.spotify.com/v1/tracks/6p6Xq0t9XGkVg04cXWdx8v,https://api.spotify.com/v1/audio-analysis/6p6Xq0t9XGkVg04cXWdx8v,236533,4
Un Paso Adelante - Spanish Version,0.436,0.898,8,-5.84,1,0.0701,0.00325,0.0109,0.323,0.819,153.756,audio_features,2suUmt6Itnc2rwCCIubzHg,spotify:track:2suUmt6Itnc2rwCCIubzHg,https://api.spotify.com/v1/tracks/2suUmt6Itnc2rwCCIubzHg,https://api.spotify.com/v1/audio-analysis/2suUmt6Itnc2rwCCIubzHg,154880,4
Porcelain - 2006 Remastered Version,0.564,0.628,0,-7.635,0,0.0287,0.000937,0.114,0.426,0.276,94.991,audio_features,76pLK9mUmxxUvG7YzqIuDe,spotify:track:76pLK9mUmxxUvG7YzqIuDe,https://api.spotify.com/v1/tracks/76pLK9mUmxxUvG7YzqIuDe,https://api.spotify.com/v1/audio-analysis/76pLK9mUmxxUvG7YzqIuDe,210533,4
Silent Whispers,0.334,0.182,7,-29.246,1,0.106,0.969,0.962,0.147,0.199,69.781,audio_features,4zXfPzjyYjS59WBpaBJSbs,spotify:track:4zXfPzjyYjS59WBpaBJSbs,https://api.spotify.com/v1/tracks/4zXfPzjyYjS59WBpaBJSbs,https://api.spotify.com/v1/audio-analysis/4zXfPzjyYjS59WBpaBJSbs,144000,4
Amigos Simplemente,0.585,0.317,5,-6.28,1,0.0339,0.686,7.3E-05,0.306,0.467,137.179,audio_features,1koHbG9KKSn7p8jyJueSp4,spotify:track:1koHbG9KKSn7p8jyJueSp4,https://api.spotify.com/v1/tracks/1koHbG9KKSn7p8jyJueSp4,https://api.spotify.com/v1/audio-analysis/1koHbG9KKSn7p8jyJueSp4,182120,3
Nothing Else Matters,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01E-06,0.075,0.158,142.352,audio_features,0nLiqZ6A27jJri2VCalIUs,spotify:track:0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/tracks/0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/audio-analysis/0nLiqZ6A27jJri2VCalIUs,388267,3
Mis Colegas,0.532,0.96,7,-2.188,1,0.0487,0.00151,5.29E-06,0.0639,0.689,163.841,audio_features,0p3rxgmQPN5y6QEMzliGZc,spotify:track:0p3rxgmQPN5y6QEMzliGZc,https://api.spotify.com/v1/tracks/0p3rxgmQPN5y6QEMzliGZc,https://api.spotify.com/v1/audio-analysis/0p3rxgmQPN5y6QEMzliGZc,251440,4
Cessura,0.374,0.0989,9,-28.377,1,0.0326,0.991,0.805,0.0799,0.342,152.84,audio_features,7uvey8m0ZfknE25sBVWoGY,spotify:track:7uvey8m0ZfknE25sBVWoGY,https://api.spotify.com/v1/tracks/7uvey8m0ZfknE25sBVWoGY,https://api.spotify.com/v1/audio-analysis/7uvey8m0ZfknE25sBVWoGY,185390,4
Dulcito e Coco,0.788,0.434,5,-7.815,0,0.0302,0.83,3.62E-06,0.0999,0.585,93.003,audio_features,7Li9u5C7CNLvqOqhrhZEML,spotify:track:7Li9u5C7CNLvqOqhrhZEML,https://api.spotify.com/v1/tracks/7Li9u5C7CNLvqOqhrhZEML,https://api.spotify.com/v1/audio-analysis/7Li9u5C7CNLvqOqhrhZEML,189067,4
Calaveras y Diablitos,0.753,0.47,9,-5.053,1,0.0539,0.52,0.000167,0.422,0.823,92.228,audio_features,7mPx5N0Yg9s5U0Cd13WA8q,spotify:track:7mPx5N0Yg9s5U0Cd13WA8q,https://api.spotify.com/v1/tracks/7mPx5N0Yg9s5U0Cd13WA8q,https://api.spotify.com/v1/audio-analysis/7mPx5N0Yg9s5U0Cd13WA8q,260387,4
Estrellas,0.679,0.602,10,-6.181,1,0.041,0.486,2.8E-06,0.0909,0.346,97.922,audio_features,5OeCxTOOl8N4FAUNZmw4Va,spotify:track:5OeCxTOOl8N4FAUNZmw4Va,https://api.spotify.com/v1/tracks/5OeCxTOOl8N4FAUNZmw4Va,https://api.spotify.com/v1/audio-analysis/5OeCxTOOl8N4FAUNZmw4Va,235760,4
Beautiful One,0.528,0.983,8,-5.231,0,0.0391,0.0896,0,0.406,0.835,99.049,audio_features,5yWVfYEeQRPuFtytvkOgU1,spotify:track:5yWVfYEeQRPuFtytvkOgU1,https://api.spotify.com/v1/tracks/5yWVfYEeQRPuFtytvkOgU1,https://api.spotify.com/v1/audio-analysis/5yWVfYEeQRPuFtytvkOgU1,230867,4
All is Forgiven,0.192,0.0325,0,-27.616,1,0.0444,0.951,0.973,0.0882,0.157,72.541,audio_features,2MS0JjmoW9JAu9NmeRYmPO,spotify:track:2MS0JjmoW9JAu9NmeRYmPO,https://api.spotify.com/v1/tracks/2MS0JjmoW9JAu9NmeRYmPO,https://api.spotify.com/v1/audio-analysis/2MS0JjmoW9JAu9NmeRYmPO,152571,4
Lounge Fly - 2019 Remaster,0.464,0.911,7,-8.639,1,0.0802,0.0236,0.0102,0.0998,0.42,159.341,audio_features,2Q6k43GvLSKDG1PjtnSQO9,spotify:track:2Q6k43GvLSKDG1PjtnSQO9,https://api.spotify.com/v1/tracks/2Q6k43GvLSKDG1PjtnSQO9,https://api.spotify.com/v1/audio-analysis/2Q6k43GvLSKDG1PjtnSQO9,319400,4
beyond horizons,0.198,0.0444,0,-30.011,1,0.0373,0.934,0.78,0.109,0.0396,68.648,audio_features,1jpVNjs3ljHRGkE6hklAMB,spotify:track:1jpVNjs3ljHRGkE6hklAMB,https://api.spotify.com/v1/tracks/1jpVNjs3ljHRGkE6hklAMB,https://api.spotify.com/v1/audio-analysis/1jpVNjs3ljHRGkE6hklAMB,194824,4
Technicolor Dreams,0.228,0.125,2,-18.795,1,0.04,0.0672,0.61,0.0897,0.0603,129.666,audio_features,7xRxetB77E4m36hb2kt5fy,spotify:track:7xRxetB77E4m36hb2kt5fy,https://api.spotify.com/v1/tracks/7xRxetB77E4m36hb2kt5fy,https://api.spotify.com/v1/audio-analysis/7xRxetB77E4m36hb2kt5fy,183677,4
Violet Eyes,0.239,0.941,9,-7.266,1,0.058,0.0185,0.0552,0.469,0.351,120.652,audio_features,5YnuGoOanlLFi63VG2XSKy,spotify:track:5YnuGoOanlLFi63VG2XSKy,https://api.spotify.com/v1/tracks/5YnuGoOanlLFi63VG2XSKy,https://api.spotify.com/v1/audio-analysis/5YnuGoOanlLFi63VG2XSKy,230667,4
Sueños de Plata,0.176,0.222,5,-18.027,0,0.0391,0.965,0.737,0.126,0.0626,79.519,audio_features,2XrZVAgEyFuhasEwfpG7Oa,spotify:track:2XrZVAgEyFuhasEwfpG7Oa,https://api.spotify.com/v1/tracks/2XrZVAgEyFuhasEwfpG7Oa,https://api.spotify.com/v1/audio-analysis/2XrZVAgEyFuhasEwfpG7Oa,256000,3
House,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,audio_features,4mn2kNTqiGLwaUR8JdhJ1l,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/tracks/4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/audio-analysis/4mn2kNTqiGLwaUR8JdhJ1l,269907,3
I Try,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4
Out of My Mind,0.607,0.608,9,-7.197,1,0.0382,0.672,0,0.617,0.664,77.962,audio_features,01UeBfllW39eaKdiCw556R,spotify:track:01UeBfllW39eaKdiCw556R,https://api.spotify.com/v1/tracks/01UeBfllW39eaKdiCw556R,https://api.spotify.com/v1/audio-analysis/01UeBfllW39eaKdiCw556R,173846,4
Superman,0.656,0.708,0,-6.001,1,0.109,0.169,0,0.127,0.824,133.779,audio_features,4E6TkulZSnor5RzOkkW32U,spotify:track:4E6TkulZSnor5RzOkkW32U,https://api.spotify.com/v1/tracks/4E6TkulZSnor5RzOkkW32U,https://api.spotify.com/v1/audio-analysis/4E6TkulZSnor5RzOkkW32U,262800,4
El estanque,0.347,0.799,9,-6.669,0,0.0452,0.0745,0.0197,0.98,0.102,118.935,audio_features,2vrVlidqD4TPASvwqlBztv,spotify:track:2vrVlidqD4TPASvwqlBztv,https://api.spotify.com/v1/tracks/2vrVlidqD4TPASvwqlBztv,https://api.spotify.com/v1/audio-analysis/2vrVlidqD4TPASvwqlBztv,280560,4
Continuum,0.695,0.35,3,-16.127,0,0.0857,0.359,0.00505,0.102,0.0372,120.042,audio_features,70f8Zzy5bC7Se59NVfX3ge,spotify:track:70f8Zzy5bC7Se59NVfX3ge,https://api.spotify.com/v1/tracks/70f8Zzy5bC7Se59NVfX3ge,https://api.spotify.com/v1/audio-analysis/70f8Zzy5bC7Se59NVfX3ge,229089,4
Bad To The Bone,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,audio_features,6s0NHplywwr1IjnQpUpWJk,spotify:track:6s0NHplywwr1IjnQpUpWJk,https://api.spotify.com/v1/tracks/6s0NHplywwr1IjnQpUpWJk,https://api.spotify.com/v1/audio-analysis/6s0NHplywwr1IjnQpUpWJk,292173,1
Why Does My Heart Feel so Bad? - 2006 Remastered Version,0.598,0.562,7,-9.007,1,0.0365,0.00608,0.0718,0.335,0.0687,97.998,audio_features,3VhNLgFrwAU1IUpKiiLtu6,spotify:track:3VhNLgFrwAU1IUpKiiLtu6,https://api.spotify.com/v1/tracks/3VhNLgFrwAU1IUpKiiLtu6,https://api.spotify.com/v1/audio-analysis/3VhNLgFrwAU1IUpKiiLtu6,224933,4
Malos Pasos,0.469,0.664,0,-3.082,1,0.0497,0.573,0,0.0921,0.962,164.443,audio_features,7njWRsONZwb8znBYDd5Xl1,spotify:track:7njWRsONZwb8znBYDd5Xl1,https://api.spotify.com/v1/tracks/7njWRsONZwb8znBYDd5Xl1,https://api.spotify.com/v1/audio-analysis/7njWRsONZwb8znBYDd5Xl1,238500,4
Dance with the Devil,0.345,0.929,3,-4.469,0,0.142,0.00015,0.00106,0.129,0.181,155.041,audio_features,10ASBwZsp7oUUDsJEYz3uS,spotify:track:10ASBwZsp7oUUDsJEYz3uS,https://api.spotify.com/v1/tracks/10ASBwZsp7oUUDsJEYz3uS,https://api.spotify.com/v1/audio-analysis/10ASBwZsp7oUUDsJEYz3uS,227107,3
Blue Monday,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,audio_features,6hHc7Pks7wtBIW8Z6A0iFq,spotify:track:6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/tracks/6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/audio-analysis/6hHc7Pks7wtBIW8Z6A0iFq,449160,4
Around the World,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,audio_features,1pKYYY0dkg23sQQXi0Q5zN,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/tracks/1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/audio-analysis/1pKYYY0dkg23sQQXi0Q5zN,429533,4
Move That Body,0.685,0.94,5,-4.154,0,0.106,0.0716,0.0044,0.366,0.552,125.991,audio_features,6fzT47368VL6jNBWNtFavQ,spotify:track:6fzT47368VL6jNBWNtFavQ,https://api.spotify.com/v1/tracks/6fzT47368VL6jNBWNtFavQ,https://api.spotify.com/v1/audio-analysis/6fzT47368VL6jNBWNtFavQ,148571,4
Un Buen Recuerdo,0.32,0.949,11,-4.321,0,0.0802,0.001,0.000122,0.102,0.112,154.035,audio_features,0Y4tv0kozZSHQ9YBwuVLRD,spotify:track:0Y4tv0kozZSHQ9YBwuVLRD,https://api.spotify.com/v1/tracks/0Y4tv0kozZSHQ9YBwuVLRD,https://api.spotify.com/v1/audio-analysis/0Y4tv0kozZSHQ9YBwuVLRD,200427,4
Go Let It Out,0.408,0.856,2,-5.614,1,0.0334,0.0107,5.51E-05,0.514,0.619,84.196,audio_features,3eFL9jPBBALueXfjhe0jCd,spotify:track:3eFL9jPBBALueXfjhe0jCd,https://api.spotify.com/v1/tracks/3eFL9jPBBALueXfjhe0jCd,https://api.spotify.com/v1/audio-analysis/3eFL9jPBBALueXfjhe0jCd,278400,4
Rasputin,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92E-05,0.193,0.658,128.04,audio_features,0b18g3G5spr4ZCkz7Y6Q0Q,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,https://api.spotify.com/v1/tracks/0b18g3G5spr4ZCkz7Y6Q0Q,https://api.spotify.com/v1/audio-analysis/0b18g3G5spr4ZCkz7Y6Q0Q,186210,4
Beyond The Trees,0.394,0.199,0,-19.82,0,0.0288,0.803,0.972,0.124,0.0614,80.05,audio_features,6qmYV4Ix0h9pDszTOEwYps,spotify:track:6qmYV4Ix0h9pDszTOEwYps,https://api.spotify.com/v1/tracks/6qmYV4Ix0h9pDszTOEwYps,https://api.spotify.com/v1/audio-analysis/6qmYV4Ix0h9pDszTOEwYps,240000,4
Entre Azul y Buenas Noches (feat. Erik Rubín) - En Vivo,0.67,0.813,8,-8.066,1,0.0323,0.0411,1.7E-05,0.358,0.472,135.015,audio_features,3m1xvlYs2LNzFUB0gdnTiY,spotify:track:3m1xvlYs2LNzFUB0gdnTiY,https://api.spotify.com/v1/tracks/3m1xvlYs2LNzFUB0gdnTiY,https://api.spotify.com/v1/audio-analysis/3m1xvlYs2LNzFUB0gdnTiY,266653,4
