name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Breath and Life,0.617,0.477,2,-9.699,0,0.031,0.921,0.848,0.122,0.342,120.044,audio_features,5ugCgHftDye3SLUM8tSVH0,spotify:track:5ugCgHftDye3SLUM8tSVH0,https://api.spotify.com/v1/tracks/5ugCgHftDye3SLUM8tSVH0,https://api.spotify.com/v1/audio-analysis/5ugCgHftDye3SLUM8tSVH0,110627,4
Read My Mind,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76E-05,0.104,0.329,132.246,audio_features,7cX4PJz1old9fyFI8RlfgW,spotify:track:7cX4PJz1old9fyFI8RlfgW,https://api.spotify.com/v1/tracks/7cX4PJz1old9fyFI8RlfgW,https://api.spotify.com/v1/audio-analysis/7cX4PJz1old9fyFI8RlfgW,246840,4
El paseo de los tristes,0.515,0.932,7,-2.512,0,0.0386,0.00145,3.45E-05,0.105,0.405,103.042,audio_features,4cTJeCd7cViqygvtIOhFgC,spotify:track:4cTJeCd7cViqygvtIOhFgC,https://api.spotify.com/v1/tracks/4cTJeCd7cViqygvtIOhFgC,https://api.spotify.com/v1/audio-analysis/4cTJeCd7cViqygvtIOhFgC,320747,4
Rainy Avenue,0.156,0.577,2,-32.28,1,0.0861,0.0193,0.856,0.535,0.00345,109.053,audio_features,1Z5uJ80Ppi2uCfoegoQn4z,spotify:track:1Z5uJ80Ppi2uCfoegoQn4z,https://api.spotify.com/v1/tracks/1Z5uJ80Ppi2uCfoegoQn4z,https://api.spotify.com/v1/audio-analysis/1Z5uJ80Ppi2uCfoegoQn4z,216000,4
Capítulo 1: el Infierno (Cantos 6-10),0.613,0.074,1,-21.484,1,0.947,0.836,0,0.154,0.393,74.811,audio_features,5C4dRySIub5iJwngqyy8zs,spotify:track:5C4dRySIub5iJwngqyy8zs,https://api.spotify.com/v1/tracks/5C4dRySIub5iJwngqyy8zs,https://api.spotify.com/v1/audio-analysis/5C4dRySIub5iJwngqyy8zs,2618656,4
Imán de mujer,0.624,0.4,11,-12.999,0,0.0329,0.743,0,0.277,0.445,73.009,audio_features,5slq2vMB6W2k53UmMQo3sh,spotify:track:5slq2vMB6W2k53UmMQo3sh,https://api.spotify.com/v1/tracks/5slq2vMB6W2k53UmMQo3sh,https://api.spotify.com/v1/audio-analysis/5slq2vMB6W2k53UmMQo3sh,210827,4
Peaceful Instant,0.178,0.0791,3,-27.489,1,0.0409,0.971,0.918,0.0974,0.0814,71.974,audio_features,2u4RqOtADvonosxhSdS8eZ,spotify:track:2u4RqOtADvonosxhSdS8eZ,https://api.spotify.com/v1/tracks/2u4RqOtADvonosxhSdS8eZ,https://api.spotify.com/v1/audio-analysis/2u4RqOtADvonosxhSdS8eZ,175881,3
Iridescent,0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,0.216,120.066,audio_features,69ZEgPX0hxWXJIqkTlYz41,spotify:track:69ZEgPX0hxWXJIqkTlYz41,https://api.spotify.com/v1/tracks/69ZEgPX0hxWXJIqkTlYz41,https://api.spotify.com/v1/audio-analysis/69ZEgPX0hxWXJIqkTlYz41,296560,4
Isaac,0.53,0.791,9,-7.125,0,0.0521,0.0727,4.98E-06,0.189,0.511,132.98,audio_features,2HXNn7MQBhecidoC4h6KgX,spotify:track:2HXNn7MQBhecidoC4h6KgX,https://api.spotify.com/v1/tracks/2HXNn7MQBhecidoC4h6KgX,https://api.spotify.com/v1/audio-analysis/2HXNn7MQBhecidoC4h6KgX,359240,4
Historia Sin Fin,0.779,0.542,2,-8.784,1,0.0319,0.437,4.11E-06,0.326,0.84,107.755,audio_features,7LMuasDvRrwulpdKMyukDl,spotify:track:7LMuasDvRrwulpdKMyukDl,https://api.spotify.com/v1/tracks/7LMuasDvRrwulpdKMyukDl,https://api.spotify.com/v1/audio-analysis/7LMuasDvRrwulpdKMyukDl,184707,4
The Legacy,0.556,0.951,1,-4.364,0,0.0538,1.11E-05,0.0828,0.0376,0.399,94.999,audio_features,7dTbwyWxWAb4ydU2UbWjjt,spotify:track:7dTbwyWxWAb4ydU2UbWjjt,https://api.spotify.com/v1/tracks/7dTbwyWxWAb4ydU2UbWjjt,https://api.spotify.com/v1/audio-analysis/7dTbwyWxWAb4ydU2UbWjjt,280400,4
Raindrop,0.578,0.434,5,-10.865,1,0.0471,0.802,0.00102,0.277,0.75,106.364,audio_features,1oOnOS4xNZOMpCT0lKTNo2,spotify:track:1oOnOS4xNZOMpCT0lKTNo2,https://api.spotify.com/v1/tracks/1oOnOS4xNZOMpCT0lKTNo2,https://api.spotify.com/v1/audio-analysis/1oOnOS4xNZOMpCT0lKTNo2,178147,4
Sacude El Craneo,0.413,0.829,7,-10.987,0,0.0576,0.00976,0.000225,0.418,0.747,165.846,audio_features,7cMjXgpcc8582SHLjWQ9cO,spotify:track:7cMjXgpcc8582SHLjWQ9cO,https://api.spotify.com/v1/tracks/7cMjXgpcc8582SHLjWQ9cO,https://api.spotify.com/v1/audio-analysis/7cMjXgpcc8582SHLjWQ9cO,110920,4
Lizzy,0.753,0.266,11,-11.453,1,0.0478,0.759,0,0.11,0.321,142.026,audio_features,4HffeEF97c6UxNePgbuECW,spotify:track:4HffeEF97c6UxNePgbuECW,https://api.spotify.com/v1/tracks/4HffeEF97c6UxNePgbuECW,https://api.spotify.com/v1/audio-analysis/4HffeEF97c6UxNePgbuECW,235035,4
Why Bother?,0.55,0.965,3,-3.819,1,0.0679,0.0309,0,0.11,0.601,140.344,audio_features,43Qr1YBCY3vSVCvZuR0PCb,spotify:track:43Qr1YBCY3vSVCvZuR0PCb,https://api.spotify.com/v1/tracks/43Qr1YBCY3vSVCvZuR0PCb,https://api.spotify.com/v1/audio-analysis/43Qr1YBCY3vSVCvZuR0PCb,128400,4
"Thoughtless - Live From Le Zénith,France/2004",0.431,0.823,9,-6.483,1,0.0472,0.00102,0.0872,0.769,0.0778,161.938,audio_features,3FJQNtWFNNUlF2pi3razfk,spotify:track:3FJQNtWFNNUlF2pi3razfk,https://api.spotify.com/v1/tracks/3FJQNtWFNNUlF2pi3razfk,https://api.spotify.com/v1/audio-analysis/3FJQNtWFNNUlF2pi3razfk,277107,4
MMMBop,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,audio_features,0lnxrQAd9ZxbhBBe7d8FO8,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/tracks/0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/audio-analysis/0lnxrQAd9ZxbhBBe7d8FO8,268653,4
Brazos de Sol,0.549,0.0843,0,-17.591,1,0.0396,0.868,9.06E-06,0.0975,0.539,149.813,audio_features,60swUBt5uEqO1ix3kCQa7e,spotify:track:60swUBt5uEqO1ix3kCQa7e,https://api.spotify.com/v1/tracks/60swUBt5uEqO1ix3kCQa7e,https://api.spotify.com/v1/audio-analysis/60swUBt5uEqO1ix3kCQa7e,230533,4
Hohenbol,0.153,0.00274,1,-35.487,1,0.047,0.977,0.554,0.113,0.033,134.727,audio_features,6TYZYNqAoYfE64csvrZyoy,spotify:track:6TYZYNqAoYfE64csvrZyoy,https://api.spotify.com/v1/tracks/6TYZYNqAoYfE64csvrZyoy,https://api.spotify.com/v1/audio-analysis/6TYZYNqAoYfE64csvrZyoy,200000,4
Rain Sky Samples 1,0.348,0.99,1,-24.44,1,0.0363,0.131,0.918,0.408,0.0107,50.866,audio_features,6xIpFNG8oUqoclkjMLEhKu,spotify:track:6xIpFNG8oUqoclkjMLEhKu,https://api.spotify.com/v1/tracks/6xIpFNG8oUqoclkjMLEhKu,https://api.spotify.com/v1/audio-analysis/6xIpFNG8oUqoclkjMLEhKu,172404,3
Adumbration,0.284,0.179,4,-17.185,1,0.0392,0.852,0.941,0.115,0.0357,129.875,audio_features,7EOou80jtKNv4t6P5ZYp1h,spotify:track:7EOou80jtKNv4t6P5ZYp1h,https://api.spotify.com/v1/tracks/7EOou80jtKNv4t6P5ZYp1h,https://api.spotify.com/v1/audio-analysis/7EOou80jtKNv4t6P5ZYp1h,230323,4
Sabotage,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,audio_features,0Puj4YlTm6xNzDDADXHMI9,spotify:track:0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/tracks/0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/audio-analysis/0Puj4YlTm6xNzDDADXHMI9,178440,4
Jeremy - Live MTV Unplugged,0.344,0.731,5,-7.723,1,0.0329,0.00244,0.000654,0.708,0.17,104.79,audio_features,7LYLw1MSToSNRmaL9E1Fwr,spotify:track:7LYLw1MSToSNRmaL9E1Fwr,https://api.spotify.com/v1/tracks/7LYLw1MSToSNRmaL9E1Fwr,https://api.spotify.com/v1/audio-analysis/7LYLw1MSToSNRmaL9E1Fwr,319093,4
Tibetan Bowl - Samadhi,0.506,0.000278,10,-26.664,1,0.234,0.458,0.957,0.111,0.0382,71.076,audio_features,6BtCrX8kKFEdKwq2FwRwmX,spotify:track:6BtCrX8kKFEdKwq2FwRwmX,https://api.spotify.com/v1/tracks/6BtCrX8kKFEdKwq2FwRwmX,https://api.spotify.com/v1/audio-analysis/6BtCrX8kKFEdKwq2FwRwmX,160714,3
Unsung,0.311,0.814,9,-9.272,1,0.0545,6.74E-05,0.00534,0.198,0.731,160.303,audio_features,0z25tUQgEI4cIyNZ1TgWig,spotify:track:0z25tUQgEI4cIyNZ1TgWig,https://api.spotify.com/v1/tracks/0z25tUQgEI4cIyNZ1TgWig,https://api.spotify.com/v1/audio-analysis/0z25tUQgEI4cIyNZ1TgWig,236400,4
Fuego,0.776,0.487,10,-8.242,1,0.0939,0.676,0,0.111,0.741,148.928,audio_features,2bEjeBM3MVspWXXbor9H32,spotify:track:2bEjeBM3MVspWXXbor9H32,https://api.spotify.com/v1/tracks/2bEjeBM3MVspWXXbor9H32,https://api.spotify.com/v1/audio-analysis/2bEjeBM3MVspWXXbor9H32,155000,4
Días extraños - Reprise,0.526,0.103,0,-16.813,1,0.0629,0.958,0,0.101,0.219,73.025,audio_features,64GjpPIcWyR3ExCWKUv2Rw,spotify:track:64GjpPIcWyR3ExCWKUv2Rw,https://api.spotify.com/v1/tracks/64GjpPIcWyR3ExCWKUv2Rw,https://api.spotify.com/v1/audio-analysis/64GjpPIcWyR3ExCWKUv2Rw,127373,3
i love you,0.42,0.131,0,-18.435,1,0.0382,0.953,0.00455,0.109,0.12,137.421,audio_features,2vx1dgNA1ZORRbD81OZV8h,spotify:track:2vx1dgNA1ZORRbD81OZV8h,https://api.spotify.com/v1/tracks/2vx1dgNA1ZORRbD81OZV8h,https://api.spotify.com/v1/audio-analysis/2vx1dgNA1ZORRbD81OZV8h,291796,4
El Atrapasuenos,0.469,0.836,7,-6.699,1,0.0803,0.000339,0.000746,0.136,0.741,139.852,audio_features,0Ovx9iLYedASzJLSYqOq06,spotify:track:0Ovx9iLYedASzJLSYqOq06,https://api.spotify.com/v1/tracks/0Ovx9iLYedASzJLSYqOq06,https://api.spotify.com/v1/audio-analysis/0Ovx9iLYedASzJLSYqOq06,256952,4
I'm With Stupid,0.551,0.982,7,-5.208,1,0.0898,8.69E-05,0.00038,0.219,0.491,138.064,audio_features,6uOzYMGucTA0MAFwS2FNB2,spotify:track:6uOzYMGucTA0MAFwS2FNB2,https://api.spotify.com/v1/tracks/6uOzYMGucTA0MAFwS2FNB2,https://api.spotify.com/v1/audio-analysis/6uOzYMGucTA0MAFwS2FNB2,204627,4
The Past,0.381,0.334,7,-11.36,1,0.0271,0.202,0.000203,0.411,0.171,102.632,audio_features,6Dm2KfuPBa3eXOgHaT88r4,spotify:track:6Dm2KfuPBa3eXOgHaT88r4,https://api.spotify.com/v1/tracks/6Dm2KfuPBa3eXOgHaT88r4,https://api.spotify.com/v1/audio-analysis/6Dm2KfuPBa3eXOgHaT88r4,233627,4
Levitation,0.152,0.0191,1,-28.133,1,0.0386,0.912,0.959,0.104,0.148,136.724,audio_features,0zQ2Qbxic7cXWOVv9Qy98n,spotify:track:0zQ2Qbxic7cXWOVv9Qy98n,https://api.spotify.com/v1/tracks/0zQ2Qbxic7cXWOVv9Qy98n,https://api.spotify.com/v1/audio-analysis/0zQ2Qbxic7cXWOVv9Qy98n,156917,4
Nuee,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,audio_features,3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560,4
Regresa,0.696,0.679,1,-6.84,1,0.094,0.141,0,0.115,0.408,94.007,audio_features,1NTypzYioS7MHVnIR4d7Uy,spotify:track:1NTypzYioS7MHVnIR4d7Uy,https://api.spotify.com/v1/tracks/1NTypzYioS7MHVnIR4d7Uy,https://api.spotify.com/v1/audio-analysis/1NTypzYioS7MHVnIR4d7Uy,214973,4
Trayi,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4
Billie Bossa Nova,0.895,0.389,7,-11.036,0,0.11,0.222,0.0346,0.105,0.549,110.023,audio_features,2KnuaZYoGzDoHiBTNYOTXG,spotify:track:2KnuaZYoGzDoHiBTNYOTXG,https://api.spotify.com/v1/tracks/2KnuaZYoGzDoHiBTNYOTXG,https://api.spotify.com/v1/audio-analysis/2KnuaZYoGzDoHiBTNYOTXG,196731,4
Justicia,0.809,0.899,9,-1.098,0,0.103,0.0431,0,0.171,0.733,95.016,audio_features,6ipp8Dhs33KinlF4BStgca,spotify:track:6ipp8Dhs33KinlF4BStgca,https://api.spotify.com/v1/tracks/6ipp8Dhs33KinlF4BStgca,https://api.spotify.com/v1/audio-analysis/6ipp8Dhs33KinlF4BStgca,209227,4
Cuna de Caín - Eduardo Cruz Chill Remix,0.629,0.637,5,-7.961,0,0.0345,0.203,4.95E-05,0.237,0.0785,93.991,audio_features,0tBuJHTw4G3xb2A8uoaOcU,spotify:track:0tBuJHTw4G3xb2A8uoaOcU,https://api.spotify.com/v1/tracks/0tBuJHTw4G3xb2A8uoaOcU,https://api.spotify.com/v1/audio-analysis/0tBuJHTw4G3xb2A8uoaOcU,313446,4
In the End,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4
Ace of Spades,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,audio_features,6EPRKhUOdiFSQwGBRBbvsZ,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/tracks/6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/audio-analysis/6EPRKhUOdiFSQwGBRBbvsZ,166920,4
Ik Ga Slapen,0.0923,0.0257,2,-30.954,1,0.0427,0.878,0.575,0.0855,0.103,64.47,audio_features,3TBlhRMVYhU1rF907RC9JG,spotify:track:3TBlhRMVYhU1rF907RC9JG,https://api.spotify.com/v1/tracks/3TBlhRMVYhU1rF907RC9JG,https://api.spotify.com/v1/audio-analysis/3TBlhRMVYhU1rF907RC9JG,170500,4
Livin' On The Edge Of The Night,0.737,0.507,9,-11.406,0,0.0307,0.234,0.02,0.0657,0.766,127.088,audio_features,0xGFngTneJV4OzN310i8Qh,spotify:track:0xGFngTneJV4OzN310i8Qh,https://api.spotify.com/v1/tracks/0xGFngTneJV4OzN310i8Qh,https://api.spotify.com/v1/audio-analysis/0xGFngTneJV4OzN310i8Qh,218467,4
Exploration Of Nothingness,0.369,0.0286,6,-17.033,1,0.035,0.946,0.82,0.083,0.08,67.885,audio_features,3BB7bvFdR0uhOKE1RnH4nY,spotify:track:3BB7bvFdR0uhOKE1RnH4nY,https://api.spotify.com/v1/tracks/3BB7bvFdR0uhOKE1RnH4nY,https://api.spotify.com/v1/audio-analysis/3BB7bvFdR0uhOKE1RnH4nY,128809,4
Voy A Olvidarte,0.456,0.633,1,-4.332,1,0.0302,0.392,0,0.158,0.25,160.022,audio_features,6UwB2R8I5LoUmmYc0mphdl,spotify:track:6UwB2R8I5LoUmmYc0mphdl,https://api.spotify.com/v1/tracks/6UwB2R8I5LoUmmYc0mphdl,https://api.spotify.com/v1/audio-analysis/6UwB2R8I5LoUmmYc0mphdl,199920,3
Crimson and Clover,0.181,0.772,0,-5.201,1,0.0385,0.0601,0.00045,0.072,0.607,166.741,audio_features,4do0Z0rHdFUV3RSMxMQsdq,spotify:track:4do0Z0rHdFUV3RSMxMQsdq,https://api.spotify.com/v1/tracks/4do0Z0rHdFUV3RSMxMQsdq,https://api.spotify.com/v1/audio-analysis/4do0Z0rHdFUV3RSMxMQsdq,197493,4
Be Yourself,0.423,0.845,11,-3.509,0,0.0559,0.143,5.07E-06,0.213,0.317,116.602,audio_features,3zwmW1gM4E8FlHXV5nE16u,spotify:track:3zwmW1gM4E8FlHXV5nE16u,https://api.spotify.com/v1/tracks/3zwmW1gM4E8FlHXV5nE16u,https://api.spotify.com/v1/audio-analysis/3zwmW1gM4E8FlHXV5nE16u,278973,4
Constant Rains,0.16,0.988,7,-16.941,1,0.0533,0.124,0.999,0.916,1E-05,66.114,audio_features,4yYN75x0IbAlZL7qQ66YFm,spotify:track:4yYN75x0IbAlZL7qQ66YFm,https://api.spotify.com/v1/tracks/4yYN75x0IbAlZL7qQ66YFm,https://api.spotify.com/v1/audio-analysis/4yYN75x0IbAlZL7qQ66YFm,97176,4
The Hills,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,audio_features,7fBv7CLKzipRk6EC6TWHOB,spotify:track:7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253,4
Miss Narcissist,0.504,0.934,1,-3.134,1,0.0514,0.000342,1.75E-06,0.148,0.516,124.025,audio_features,2KDkVRmkDjDUict3uzxXAl,spotify:track:2KDkVRmkDjDUict3uzxXAl,https://api.spotify.com/v1/tracks/2KDkVRmkDjDUict3uzxXAl,https://api.spotify.com/v1/audio-analysis/2KDkVRmkDjDUict3uzxXAl,188485,4
Binaural Rest,0.144,0.0438,2,-32.834,1,0.0466,0.948,0.579,0.104,0.0362,140.237,audio_features,1wgXU7u4rGe7sBE2hBRLa7,spotify:track:1wgXU7u4rGe7sBE2hBRLa7,https://api.spotify.com/v1/tracks/1wgXU7u4rGe7sBE2hBRLa7,https://api.spotify.com/v1/audio-analysis/1wgXU7u4rGe7sBE2hBRLa7,204614,3
With You,0.421,0.978,6,-4.004,0,0.302,0.0037,0,0.111,0.359,196.921,audio_features,5uuXtfqM7Wp3idCxyHeOll,spotify:track:5uuXtfqM7Wp3idCxyHeOll,https://api.spotify.com/v1/tracks/5uuXtfqM7Wp3idCxyHeOll,https://api.spotify.com/v1/audio-analysis/5uuXtfqM7Wp3idCxyHeOll,203267,4
Heaven,0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,audio_features,7Ewz6bJ97vUqk5HdkvguFQ,spotify:track:7Ewz6bJ97vUqk5HdkvguFQ,https://api.spotify.com/v1/tracks/7Ewz6bJ97vUqk5HdkvguFQ,https://api.spotify.com/v1/audio-analysis/7Ewz6bJ97vUqk5HdkvguFQ,243360,4
Everglade,0.535,0.937,4,-9.905,1,0.035,3.7E-05,0.0107,0.0971,0.594,141.473,audio_features,1nWccj9gU34OmDYL63pTFS,spotify:track:1nWccj9gU34OmDYL63pTFS,https://api.spotify.com/v1/tracks/1nWccj9gU34OmDYL63pTFS,https://api.spotify.com/v1/audio-analysis/1nWccj9gU34OmDYL63pTFS,196867,4
Be Here Now,0.37,0.0982,5,-29.681,1,0.0281,0.973,0.837,0.0983,0.151,179.989,audio_features,4PqMhMtaGWmI5oBSpbYKdM,spotify:track:4PqMhMtaGWmI5oBSpbYKdM,https://api.spotify.com/v1/tracks/4PqMhMtaGWmI5oBSpbYKdM,https://api.spotify.com/v1/audio-analysis/4PqMhMtaGWmI5oBSpbYKdM,201000,3
Rearviewmirror (Remastered),0.373,0.961,11,-5.387,0,0.0657,0.00146,0.000374,0.351,0.437,158.863,audio_features,5XtyytAig4m3HkO2XXaL9l,spotify:track:5XtyytAig4m3HkO2XXaL9l,https://api.spotify.com/v1/tracks/5XtyytAig4m3HkO2XXaL9l,https://api.spotify.com/v1/audio-analysis/5XtyytAig4m3HkO2XXaL9l,283467,4
Amarillo Sol,0.743,0.682,5,-9.446,1,0.0514,0.153,0.0169,0.0921,0.291,99.993,audio_features,6tL1JZkPncDiR47JZznS0A,spotify:track:6tL1JZkPncDiR47JZznS0A,https://api.spotify.com/v1/tracks/6tL1JZkPncDiR47JZznS0A,https://api.spotify.com/v1/audio-analysis/6tL1JZkPncDiR47JZznS0A,180939,4
Here I Go Again - 2018 Remaster,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79E-05,0.155,0.244,89.939,audio_features,6Nd6ntkzr4t8o1FKPGOSMt,spotify:track:6Nd6ntkzr4t8o1FKPGOSMt,https://api.spotify.com/v1/tracks/6Nd6ntkzr4t8o1FKPGOSMt,https://api.spotify.com/v1/audio-analysis/6Nd6ntkzr4t8o1FKPGOSMt,275395,4
Opio,0.525,0.812,7,-4.192,0,0.0263,0.00504,0,0.245,0.418,99.606,audio_features,6OJY8Mc0d3pFCBUaTRnRry,spotify:track:6OJY8Mc0d3pFCBUaTRnRry,https://api.spotify.com/v1/tracks/6OJY8Mc0d3pFCBUaTRnRry,https://api.spotify.com/v1/audio-analysis/6OJY8Mc0d3pFCBUaTRnRry,378773,4
Take Control,0.761,0.486,7,-8.947,0,0.254,0.688,0,0.17,0.84,172.093,audio_features,2imbgxZ4BEUDFvUYCbPveL,spotify:track:2imbgxZ4BEUDFvUYCbPveL,https://api.spotify.com/v1/tracks/2imbgxZ4BEUDFvUYCbPveL,https://api.spotify.com/v1/audio-analysis/2imbgxZ4BEUDFvUYCbPveL,225959,4
Jimmy Olsen's Blues,0.46,0.914,7,-9.349,1,0.0576,0.00629,7.4E-05,0.209,0.536,111.681,audio_features,0xG0R8KUwRcXgmveVvbnwn,spotify:track:0xG0R8KUwRcXgmveVvbnwn,https://api.spotify.com/v1/tracks/0xG0R8KUwRcXgmveVvbnwn,https://api.spotify.com/v1/audio-analysis/0xG0R8KUwRcXgmveVvbnwn,278707,4
Love Is Gone,0.541,0.153,6,-10.654,1,0.0303,0.882,1.66E-06,0.16,0.359,139.644,audio_features,7F1CiKqrY44kh5cDqwHOnx,spotify:track:7F1CiKqrY44kh5cDqwHOnx,https://api.spotify.com/v1/tracks/7F1CiKqrY44kh5cDqwHOnx,https://api.spotify.com/v1/audio-analysis/7F1CiKqrY44kh5cDqwHOnx,176972,4
Heavy Forest Rain,0.113,1,4,-13.792,0,0.0396,0.895,0.968,0.947,1E-05,81.126,audio_features,1OuE5GvLhctnSKCdxq6dka,spotify:track:1OuE5GvLhctnSKCdxq6dka,https://api.spotify.com/v1/tracks/1OuE5GvLhctnSKCdxq6dka,https://api.spotify.com/v1/audio-analysis/1OuE5GvLhctnSKCdxq6dka,169199,4
Slow Tide,0.718,0.00607,9,-29.228,0,0.145,0.996,0.968,0.0972,0.143,66.722,audio_features,0hFQIsU6AwZc4u8ophEmyP,spotify:track:0hFQIsU6AwZc4u8ophEmyP,https://api.spotify.com/v1/tracks/0hFQIsU6AwZc4u8ophEmyP,https://api.spotify.com/v1/audio-analysis/0hFQIsU6AwZc4u8ophEmyP,79268,3
Bulls On Parade,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,audio_features,0tZ3mElWcr74OOhKEiNz1x,spotify:track:0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/tracks/0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/audio-analysis/0tZ3mElWcr74OOhKEiNz1x,229467,4
Baby Can I Hold You,0.692,0.422,2,-10.533,1,0.0333,0.0811,0,0.0848,0.468,74.375,audio_features,2DjWsDGgL1xNbhnr7f6t5F,spotify:track:2DjWsDGgL1xNbhnr7f6t5F,https://api.spotify.com/v1/tracks/2DjWsDGgL1xNbhnr7f6t5F,https://api.spotify.com/v1/audio-analysis/2DjWsDGgL1xNbhnr7f6t5F,193120,4
You Oughta Know,0.665,0.834,4,-7.737,1,0.0576,0.21,0,0.452,0.411,105.292,audio_features,3jS7bB0oXVOwGFZn3aE5NV,spotify:track:3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/tracks/3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/audio-analysis/3jS7bB0oXVOwGFZn3aE5NV,249493,4
Amor Clasificado,0.462,0.928,9,-6.09,1,0.0453,0.272,3.74E-06,0.781,0.927,160.236,audio_features,5MK642wCaNr9hRDZ3kWyDX,spotify:track:5MK642wCaNr9hRDZ3kWyDX,https://api.spotify.com/v1/tracks/5MK642wCaNr9hRDZ3kWyDX,https://api.spotify.com/v1/audio-analysis/5MK642wCaNr9hRDZ3kWyDX,344280,4
Amos del Piano Bar,0.459,0.446,0,-10.421,1,0.0313,0.805,0,0.163,0.312,117.773,audio_features,1iaEMe2DMl2IrSYtPa1Dht,spotify:track:1iaEMe2DMl2IrSYtPa1Dht,https://api.spotify.com/v1/tracks/1iaEMe2DMl2IrSYtPa1Dht,https://api.spotify.com/v1/audio-analysis/1iaEMe2DMl2IrSYtPa1Dht,172035,4
The Carpenter - Remastered,0.507,0.808,9,-5.479,0,0.0333,0.00101,0.0471,0.0927,0.147,120.404,audio_features,14ej3SmGORg4gQAb8u0tkN,spotify:track:14ej3SmGORg4gQAb8u0tkN,https://api.spotify.com/v1/tracks/14ej3SmGORg4gQAb8u0tkN,https://api.spotify.com/v1/audio-analysis/14ej3SmGORg4gQAb8u0tkN,355640,4
Farifax Rain,0.104,0.479,1,-22.971,1,0.136,0.127,0.993,0.371,0.0133,89.164,audio_features,5xhJMhyDHNzFS2FCDSQTp7,spotify:track:5xhJMhyDHNzFS2FCDSQTp7,https://api.spotify.com/v1/tracks/5xhJMhyDHNzFS2FCDSQTp7,https://api.spotify.com/v1/audio-analysis/5xhJMhyDHNzFS2FCDSQTp7,169413,4
Never Destination,0.418,0.98,2,-5.318,1,0.0554,0.00332,1.3E-05,0.257,0.571,163.381,audio_features,2gxQigO5StuN5g8AMlWoLI,spotify:track:2gxQigO5StuN5g8AMlWoLI,https://api.spotify.com/v1/tracks/2gxQigO5StuN5g8AMlWoLI,https://api.spotify.com/v1/audio-analysis/2gxQigO5StuN5g8AMlWoLI,257640,4
Just A Girl,0.641,0.914,2,-4.798,1,0.05,0.0799,6.54E-05,0.132,0.723,107.996,audio_features,1VA38sp5Jr6vWxgoIcnxKN,spotify:track:1VA38sp5Jr6vWxgoIcnxKN,https://api.spotify.com/v1/tracks/1VA38sp5Jr6vWxgoIcnxKN,https://api.spotify.com/v1/audio-analysis/1VA38sp5Jr6vWxgoIcnxKN,208400,4
